iter	LogCosh
500	162.3362185
501	162.3177376
502	162.2995271
503	162.2218814
504	162.2040485
505	162.1377923
506	162.0841736
507	162.0237158
508	161.9814586
509	161.899854
510	161.8744556
511	161.8187725
512	161.7572884
513	161.6762687
514	161.6647267
515	161.6266227
516	161.5821185
517	161.5122168
518	161.4764567
519	161.4593387
520	161.4170507
521	161.3801795
522	161.3649144
523	161.3413861
524	161.3254146
525	161.2951249
526	161.2873212
527	161.2441263
528	161.2247252
529	161.189758
530	161.154406
531	161.1283232
532	161.0849281
533	161.0647251
534	161.0554659
535	161.0353869
536	161.0056128
537	160.9790234
538	160.9427819
539	160.8966565
540	160.8575442
541	160.8160147
542	160.7896429
543	160.7703591
544	160.7560849
545	160.698778
546	160.6347322
547	160.5879051
548	160.5680728
549	160.547114
550	160.5019238
551	160.4623294
552	160.403553
553	160.3621889
554	160.3354745
555	160.3197716
556	160.291135
557	160.2541315
558	160.2403826
559	160.198695
560	160.1806681
561	160.1496257
562	160.0910373
563	160.0716902
564	160.0444993
565	160.000832
566	159.9929478
567	159.9701801
568	159.9469111
569	159.9316831
570	159.8710848
571	159.7475847
572	159.6813731
573	159.6309607
574	159.5837956
575	159.5358351
576	159.4930415
577	159.4809811
578	159.4438824
579	159.3664625
580	159.3034011
581	159.2718584
582	159.2553741
583	159.2070177
584	159.1566658
585	159.1358204
586	159.1226604
587	159.0946315
588	159.0812954
589	159.0279131
590	158.9935993
591	158.9672765
592	158.9258929
593	158.843652
594	158.748464
595	158.7249304
596	158.6272395
597	158.5936454
598	158.5774225
599	158.518752
600	158.4915613
601	158.4412745
602	158.3882739
603	158.3338986
604	158.3126165
605	158.2759429
606	158.1974061
607	158.1676075
608	158.1577307
609	158.1264483
610	158.1092034
611	158.0800811
612	158.0285992
613	157.9845703
614	157.9179379
615	157.8609685
616	157.7977245
617	157.7312127
618	157.7099477
619	157.7021748
620	157.676859
621	157.6435309
622	157.6098435
623	157.574057
624	157.5589992
625	157.5344541
626	157.5163987
627	157.4958075
628	157.4899561
629	157.445784
630	157.4205684
631	157.3350877
632	157.2776461
633	157.2274369
634	157.1789064
635	157.1454923
636	157.1201652
637	157.0873736
638	157.0458867
639	157.0190738
640	156.9600509
641	156.9493017
642	156.8925004
643	156.8457394
644	156.7465437
645	156.6873441
646	156.6593748
647	156.5721661
648	156.5128974
649	156.4715537
650	156.4148704
651	156.3906519
652	156.3750084
653	156.3597238
654	156.332297
655	156.3167271
656	156.2976133
657	156.2180986
658	156.1728796
659	156.1569162
660	156.0699533
661	156.0359779
662	156.0279011
663	155.9627398
664	155.9093026
665	155.7994667
666	155.7524515
667	155.7256643
668	155.6846368
669	155.6306293
670	155.6092864
671	155.5861864
672	155.5776933
673	155.4863688
674	155.4202563
675	155.4143745
676	155.3327002
677	155.316428
678	155.3062009
679	155.2596163
680	155.2063216
681	155.1606445
682	155.1230345
683	155.0916839
684	154.9888623
685	154.9496749
686	154.8847823
687	154.8696553
688	154.8342025
689	154.7749535
690	154.7339119
691	154.6250521
692	154.5867943
693	154.5459051
694	154.5106882
695	154.4607978
696	154.3651769
697	154.3159401
698	154.2797175
699	154.2466239
700	154.1829907
701	154.0941687
702	154.0488221
703	153.9860909
704	153.9476381
705	153.9212523
706	153.8814306
707	153.8679861
708	153.846297
709	153.8197896
710	153.8049188
711	153.7645701
712	153.7310761
713	153.7197591
714	153.6961871
715	153.6556806
716	153.6489359
717	153.59313
718	153.5651696
719	153.5510868
720	153.5439311
721	153.5213859
722	153.4905066
723	153.4806301
724	153.4571329
725	153.4326684
726	153.41583
727	153.4030635
728	153.3748138
729	153.3584937
730	153.3282082
731	153.3103653
732	153.2902022
733	153.2404674
734	153.1746949
735	153.1241922
736	153.0593284
737	153.0267844
738	152.9969167
739	152.9791128
740	152.9526977
741	152.8575016
742	152.8229877
743	152.8073015
744	152.8024193
745	152.7595134
746	152.754137
747	152.7538329
748	152.6711698
749	152.5863537
750	152.5723714
751	152.5505785
752	152.5106332
753	152.4486242
754	152.4273711
755	152.3932216
756	152.3693908
757	152.3346521
758	152.3167639
759	152.2978815
760	152.2650911
761	152.2384261
762	152.2285079
763	152.1925477
764	152.1355612
765	152.0899284
766	152.0553822
767	152.0376292
768	152.0170223
769	151.991391
770	151.954669
771	151.941692
772	151.9152739
773	151.8910875
774	151.8820775
775	151.8570799
776	151.8274288
777	151.7091219
778	151.6583306
779	151.5584371
780	151.5027222
781	151.4085809
782	151.3909493
783	151.3538616
784	151.3244586
785	151.3039904
786	151.2655479
787	151.224922
788	151.182576
789	151.1330767
790	151.1060696
791	151.0784304
792	151.0763851
793	151.0653536
794	151.0192893
795	151.0002408
796	150.9113693
797	150.8803211
798	150.8547208
799	150.8198305
800	150.7933311
801	150.7895352
802	150.7624464
803	150.7214309
804	150.6814434
805	150.6566146
806	150.6343436
807	150.5764514
808	150.5467473
809	150.5439745
810	150.5235504
811	150.4952718
812	150.4442996
813	150.388814
814	150.3450354
815	150.3067909
816	150.2642852
817	150.1719152
818	150.1353287
819	150.042716
820	149.9494305
821	149.9160137
822	149.8639294
823	149.8082794
824	149.7921173
825	149.737368
826	149.6704129
827	149.6514799
828	149.6284312
829	149.5839366
830	149.5103053
831	149.4239843
832	149.3615435
833	149.3199955
834	149.2539549
835	149.1832248
836	149.1727172
837	149.1507327
838	149.0781714
839	149.0069925
840	148.9745142
841	148.9544956
842	148.8885519
843	148.8625877
844	148.8044539
845	148.7708895
846	148.7362212
847	148.655779
848	148.6313692
849	148.6205141
850	148.5406511
851	148.4991648
852	148.4361195
853	148.380029
854	148.3606289
855	148.3282124
856	148.3111321
857	148.2743283
858	148.2405833
859	148.1862101
860	148.1718825
861	148.1264813
862	148.0706406
863	148.0252406
864	147.9884107
865	147.9517426
866	147.9215499
867	147.8892191
868	147.8590033
869	147.8141318
870	147.7727327
871	147.7336407
872	147.7121786
873	147.6666903
874	147.642343
875	147.62859
876	147.6241984
877	147.6191781
878	147.6073831
879	147.547983
880	147.5067086
881	147.4511398
882	147.3906359
883	147.3618108
884	147.3544185
885	147.3229102
886	147.2978327
887	147.2556347
888	147.2294481
889	147.2278962
890	147.1778918
891	147.1185897
892	147.0852077
893	147.0809163
894	147.0704933
895	147.0646149
896	147.0223482
897	146.9677086
898	146.9474464
899	146.9013071
900	146.879699
901	146.8716927
902	146.8550275
903	146.8208372
904	146.7900993
905	146.7759697
906	146.7270802
907	146.6730938
908	146.6522456
909	146.6469146
910	146.6162715
911	146.5788117
912	146.5427634
913	146.5081806
914	146.4959941
915	146.4717531
916	146.4573295
917	146.4569503
918	146.4368268
919	146.4299227
920	146.4166913
921	146.3711919
922	146.3362571
923	146.2628193
924	146.2536265
925	146.2509013
926	146.2391649
927	146.2239961
928	146.2237823
929	146.2022737
930	146.1721117
931	146.142568
932	146.1227234
933	146.0815821
934	145.9890398
935	145.9567146
936	145.9242555
937	145.8979837
938	145.8854841
939	145.8563853
940	145.8381128
941	145.8306475
942	145.8301962
943	145.8166722
944	145.7794752
945	145.7295145
946	145.6946655
947	145.6598546
948	145.6474962
949	145.6335969
950	145.6051853
951	145.5573615
952	145.4839436
953	145.4465781
954	145.4258816
955	145.3933072
956	145.3481939
957	145.3215916
958	145.2830382
959	145.2698399
960	145.2101733
961	145.1760633
962	145.1624803
963	145.1413727
964	145.1209357
965	145.1080229
966	145.0734758
967	145.0644528
968	145.0458091
969	144.9865043
970	144.9422306
971	144.913137
972	144.8465585
973	144.7920404
974	144.777093
975	144.7532611
976	144.7266691
977	144.7132428
978	144.6865298
979	144.6527912
980	144.6271606
981	144.5970597
982	144.5756815
983	144.5018042
984	144.4603345
985	144.3990642
986	144.3732277
987	144.3261267
988	144.3020658
989	144.2509901
990	144.2189115
991	144.1515708
992	144.1197785
993	144.0734304
994	144.0292182
995	143.9795145
996	143.9582264
997	143.9404733
998	143.8705066
999	143.8339801
1000	143.7874795
1001	143.7173709
1002	143.6703245
1003	143.6452046
1004	143.6239752
1005	143.5984313
1006	143.5857343
1007	143.5759987
1008	143.5445699
1009	143.5124325
1010	143.4832667
1011	143.4494842
1012	143.4183905
1013	143.3881541
1014	143.3859368
1015	143.3371587
1016	143.3245013
1017	143.324228
1018	143.3202051
1019	143.2993374
1020	143.2746709
1021	143.2354491
1022	143.1489892
1023	143.1288776
1024	143.1284092
1025	143.127332
1026	143.1181029
1027	143.1124166
1028	143.1019385
1029	143.0727733
1030	143.0375924
1031	142.9718086
1032	142.9130615
1033	142.9004876
1034	142.8584008
1035	142.8211719
1036	142.8043264
1037	142.7806833
1038	142.756801
1039	142.7561155
1040	142.7488912
1041	142.7379633
1042	142.7337973
1043	142.7218163
1044	142.7106748
1045	142.6939094
1046	142.6500519
1047	142.6207436
1048	142.6097912
1049	142.5845071
1050	142.5724994
1051	142.5399602
1052	142.4845064
1053	142.4728143
1054	142.4654849
1055	142.4253308
1056	142.4033519
1057	142.3842218
1058	142.361294
1059	142.3449225
1060	142.3189556
1061	142.2672399
1062	142.248199
1063	142.2203877
1064	142.1433195
1065	142.1046909
1066	142.0703683
1067	142.0507006
1068	142.0131546
1069	141.9412264
1070	141.8871194
1071	141.8220925
1072	141.7681969
1073	141.7365535
1074	141.7279288
1075	141.6720257
1076	141.6350605
1077	141.6146312
1078	141.5820946
1079	141.5438743
1080	141.5193385
1081	141.4828294
1082	141.4122966
1083	141.3912514
1084	141.377908
1085	141.3591816
1086	141.3509454
1087	141.350731
1088	141.3404422
1089	141.2896362
1090	141.2715744
1091	141.2526449
1092	141.2179057
1093	141.2073364
1094	141.1007931
1095	141.0657276
1096	141.0608333
1097	140.9686921
1098	140.9215362
1099	140.8735066
1100	140.8391069
1101	140.8137335
1102	140.8049004
1103	140.7494326
1104	140.7067428
1105	140.6474806
1106	140.6108893
1107	140.5744527
1108	140.5506738
1109	140.501821
1110	140.463456
1111	140.4538952
1112	140.4324838
1113	140.4298752
1114	140.4149831
1115	140.3900089
1116	140.3820064
1117	140.365133
1118	140.3628767
1119	140.3340794
1120	140.2939248
1121	140.2203328
1122	140.1872715
1123	140.1825944
1124	140.1743153
1125	140.13301
1126	140.1076526
1127	140.0991573
1128	140.0453748
1129	139.9777375
1130	139.9534207
1131	139.9033003
1132	139.8804693
1133	139.8571745
1134	139.839162
1135	139.8133815
1136	139.7692433
1137	139.7271446
1138	139.7073215
1139	139.6898103
1140	139.6896233
1141	139.6894277
1142	139.6880073
1143	139.6867127
1144	139.6673507
1145	139.6671628
1146	139.666979
1147	139.6667993
1148	139.6666221
1149	139.6544909
1150	139.636731
1151	139.6365577
1152	139.6364761
1153	139.6363956
1154	139.6179992
1155	139.6122436
1156	139.612024
1157	139.5987202
1158	139.5807823
1159	139.5308043
1160	139.5027415
1161	139.4703188
1162	139.4429901
1163	139.3965559
1164	139.3725693
1165	139.3396199
1166	139.2938753
1167	139.2846877
1168	139.2596236
1169	139.2195402
1170	139.1837999
1171	139.1661352
1172	139.1619755
1173	139.1264425
1174	139.1058038
1175	139.0943857
1176	139.066508
1177	139.0324214
1178	139.0041064
1179	138.9663981
1180	138.9232679
1181	138.8829292
1182	138.8633293
1183	138.831557
1184	138.7399925
1185	138.6794921
1186	138.6280781
1187	138.5941276
1188	138.5603607
1189	138.5065185
1190	138.4601786
1191	138.4473237
1192	138.3967223
1193	138.37533
1194	138.3462813
1195	138.3201996
1196	138.2776771
1197	138.2478583
1198	138.1955669
1199	138.1770814
1200	138.1472614
1201	138.133343
1202	138.0982315
1203	138.0857845
1204	138.0439592
1205	138.0423605
1206	138.0422988
1207	138.0054621
1208	137.9597023
1209	137.9491376
1210	137.9490823
1211	137.949025
1212	137.9489548
1213	137.9418231
1214	137.9417679
1215	137.9065568
1216	137.8511268
1217	137.8344882
1218	137.8205823
1219	137.8205437
1220	137.7872001
1221	137.7621707
1222	137.7334523
1223	137.7260325
1224	137.703224
1225	137.6567983
1226	137.6050308
1227	137.5911309
1228	137.5725854
1229	137.5670438
1230	137.5536568
1231	137.5271325
1232	137.5204915
1233	137.493013
1234	137.4675904
1235	137.4471989
1236	137.4245275
1237	137.3993052
1238	137.3816958
1239	137.3592266
1240	137.3558895
1241	137.2826163
1242	137.2520389
1243	137.2292647
1244	137.2168829
1245	137.1803461
1246	137.1542918
1247	137.1081638
1248	137.055069
1249	137.0336622
1250	136.9985414
1251	136.9564664
1252	136.9409645
1253	136.9234116
1254	136.8953037
1255	136.8627921
1256	136.8183819
1257	136.8022044
1258	136.7681053
1259	136.7110699
1260	136.6816919
1261	136.643931
1262	136.6157854
1263	136.6021607
1264	136.5764186
1265	136.5453156
1266	136.4740282
1267	136.4402878
1268	136.4245242
1269	136.4245003
1270	136.3853159
1271	136.3502746
1272	136.2995844
1273	136.2584965
1274	136.2413748
1275	136.1996673
1276	136.1963553
1277	136.150373
1278	136.1436894
1279	136.1218421
1280	136.1009655
1281	136.0649359
1282	136.0443121
1283	135.9938827
1284	135.9681355
1285	135.9486979
1286	135.9069283
1287	135.8685267
1288	135.8541943
1289	135.8203073
1290	135.7864
1291	135.7764904
1292	135.7547814
1293	135.7322639
1294	135.6893232
1295	135.6661351
1296	135.6077102
1297	135.5830689
1298	135.5411586
1299	135.5252057
1300	135.4965492
1301	135.4795581
1302	135.4734053
1303	135.4625898
1304	135.4321622
1305	135.3923631
1306	135.3390515
1307	135.3068164
1308	135.2804975
1309	135.2728867
1310	135.2550609
1311	135.2318531
1312	135.231174
1313	135.2105932
1314	135.2003686
1315	135.1344959
1316	135.0935218
1317	135.0761918
1318	135.0647999
1319	135.0474218
1320	135.0363934
1321	135.0165069
1322	135.0022281
1323	135.0017218
1324	134.9733485
1325	134.9328158
1326	134.9066993
1327	134.8785524
1328	134.8645105
1329	134.83481
1330	134.8144149
1331	134.795402
1332	134.7609478
1333	134.7504263
1334	134.7222053
1335	134.7004009
1336	134.6853171
1337	134.6675835
1338	134.6542587
1339	134.6281989
1340	134.608122
1341	134.5914266
1342	134.5579085
1343	134.5302961
1344	134.513303
1345	134.4908667
1346	134.4255972
1347	134.3710146
1348	134.339414
1349	134.3170598
1350	134.2997122
1351	134.2850273
1352	134.2794264
1353	134.2748859
1354	134.2703358
1355	134.2446633
1356	134.2016983
1357	134.1760429
1358	134.1335039
1359	134.1187047
1360	134.1101024
1361	134.1037728
1362	134.0821212
1363	134.0638004
1364	134.032883
1365	134.025143
1366	134.0024813
1367	133.9805428
1368	133.9631194
1369	133.9444128
1370	133.9370883
1371	133.9259531
1372	133.9167463
1373	133.9115277
1374	133.9047748
1375	133.8948553
1376	133.8536643
1377	133.8399211
1378	133.8339161
1379	133.8205803
1380	133.79078
1381	133.7743526
1382	133.7589709
1383	133.7464533
1384	133.7463189
1385	133.7351047
1386	133.7311721
1387	133.7307877
1388	133.7195241
1389	133.7071043
1390	133.7034956
1391	133.6954004
1392	133.6697244
1393	133.6461344
1394	133.6292887
1395	133.6018271
1396	133.589615
1397	133.5695775
1398	133.5624019
1399	133.536972
1400	133.5009076
1401	133.4779757
1402	133.4576121
1403	133.4493422
1404	133.4444399
1405	133.4200416
1406	133.4017517
1407	133.3957329
1408	133.3870794
1409	133.3648282
1410	133.3642935
1411	133.3548266
1412	133.3430559
1413	133.3162579
1414	133.2940664
1415	133.2887342
1416	133.2779502
1417	133.2778548
1418	133.2641691
1419	133.2606974
1420	133.2554611
1421	133.236882
1422	133.1851925
1423	133.1643835
1424	133.1408521
1425	133.098512
1426	133.0814453
1427	133.0634009
1428	133.0566427
1429	133.0380226
1430	133.0283952
1431	133.0215451
1432	132.9973905
1433	132.9738795
1434	132.9558845
1435	132.9405142
1436	132.9281713
1437	132.903799
1438	132.842731
1439	132.8140541
1440	132.7824858
1441	132.7746619
1442	132.7454178
1443	132.7083002
1444	132.6670106
1445	132.6300021
1446	132.6153468
1447	132.582942
1448	132.570492
1449	132.5127109
1450	132.5072524
1451	132.489502
1452	132.4847528
1453	132.4636714
1454	132.4564594
1455	132.4383325
1456	132.4039873
1457	132.391215
1458	132.3498139
1459	132.3140806
1460	132.295781
1461	132.2661329
1462	132.2229818
1463	132.1893988
1464	132.1495647
1465	132.1316733
1466	132.1073361
1467	132.0896143
1468	132.085144
1469	132.0630826
1470	132.0474919
1471	132.0322592
1472	132.0169624
1473	131.9885841
1474	131.9654666
1475	131.8900304
1476	131.8784522
1477	131.851997
1478	131.8329566
1479	131.8240673
1480	131.8039178
1481	131.7965087
1482	131.7739891
1483	131.7549424
1484	131.7323021
1485	131.6910043
1486	131.621469
1487	131.6028996
1488	131.5798557
1489	131.5461863
1490	131.5144188
1491	131.4996211
1492	131.4805973
1493	131.4605522
1494	131.4498148
1495	131.4296198
1496	131.3965292
1497	131.3640383
1498	131.3444063
1499	131.310768
1500	131.2665141
1501	131.2408234
1502	131.2258526
1503	131.1963096
1504	131.1739025
1505	131.1311443
1506	131.0946358
1507	131.0523199
1508	131.0373654
1509	130.998937
1510	130.9788372
1511	130.9695812
1512	130.9425955
1513	130.9191398
1514	130.879801
1515	130.8603546
1516	130.8140176
1517	130.7961418
1518	130.7617975
1519	130.7229789
1520	130.6644403
1521	130.6172956
1522	130.5975791
1523	130.564713
1524	130.5589265
1525	130.5390374
1526	130.5211661
1527	130.5076966
1528	130.4643537
1529	130.4347407
1530	130.3857739
1531	130.3629414
1532	130.3306102
1533	130.3233197
1534	130.2901628
1535	130.2665112
1536	130.257174
1537	130.2439164
1538	130.203314
1539	130.1925331
1540	130.1666289
1541	130.1149236
1542	130.0692834
1543	130.0393713
1544	130.0312572
1545	130.0292283
1546	129.9816028
1547	129.9535568
1548	129.932294
1549	129.9173461
1550	129.8917052
1551	129.8858751
1552	129.8591379
1553	129.7860083
1554	129.7781266
1555	129.7458393
1556	129.7135261
1557	129.6858175
1558	129.6463183
1559	129.6069818
1560	129.58517
1561	129.5509182
1562	129.5276355
1563	129.4904046
1564	129.4437567
1565	129.4269653
1566	129.4161136
1567	129.4003884
1568	129.3988293
1569	129.395756
1570	129.3931091
1571	129.3775229
1572	129.3639134
1573	129.3455018
1574	129.3408868
1575	129.3229199
1576	129.3084978
1577	129.2858937
1578	129.2628604
1579	129.2472679
1580	129.2339273
1581	129.2004113
1582	129.1879399
1583	129.1878085
1584	129.1477331
1585	129.1024521
1586	129.0621682
1587	129.0508154
1588	129.0408735
1589	129.0380837
1590	129.0159102
1591	128.9697069
1592	128.9631094
1593	128.9429807
1594	128.9366723
1595	128.9123501
1596	128.9016327
1597	128.9014999
1598	128.8998061
1599	128.8959963
1600	128.8738313
1601	128.8568847
1602	128.8342166
1603	128.8126105
1604	128.7974125
1605	128.7948685
1606	128.7874171
1607	128.7649172
1608	128.7357376
1609	128.7182747
1610	128.7078426
1611	128.70615
1612	128.7060247
1613	128.7001326
1614	128.7000053
1615	128.6634212
1616	128.6258484
1617	128.6088768
1618	128.593831
1619	128.5482607
1620	128.5296892
1621	128.5186315
1622	128.4709117
1623	128.4588894
1624	128.4429969
1625	128.4179879
1626	128.4079646
1627	128.3974867
1628	128.3914236
1629	128.359006
1630	128.3490843
1631	128.3328409
1632	128.306876
1633	128.2946538
1634	128.2857915
1635	128.2670461
1636	128.242581
1637	128.2375465
1638	128.2247151
1639	128.2140329
1640	128.2120179
1641	128.1976729
1642	128.1801262
1643	128.1584791
1644	128.1263868
1645	128.0863824
1646	128.0677937
1647	128.0462565
1648	128.0264625
1649	128.0123961
1650	127.9880747
1651	127.9744779
1652	127.9568808
1653	127.9274775
1654	127.9255423
1655	127.9132325
1656	127.8975516
1657	127.8899021
1658	127.8722687
1659	127.8596344
1660	127.8365021
1661	127.8182827
1662	127.8173959
1663	127.794407
1664	127.7830465
1665	127.7682211
1666	127.7568203
1667	127.7323122
1668	127.711359
1669	127.7007592
1670	127.6706353
1671	127.6423512
1672	127.6137617
1673	127.5934324
1674	127.5773144
1675	127.5384493
1676	127.4820553
1677	127.4661941
1678	127.448916
1679	127.4335782
1680	127.4197996
1681	127.3796686
